ticker,shock_et,session,venue,is_earnings,earnings_date,bucket,is_shock,close,ret_pct,cum_pct,notional,shares,prev_day_notional,vs_prev,vs_base,baseline,hl_ret_pct,hl_peak_nsig
BABA,2026-05-13 05:40,premarket,XNAS.BASIC,True,2026-05-13,05:40,True,134.0,-2.0754165448699236,-2.2611232676878146,8083816.527799999,59641.0,57945.984500000006,139.50606927387693,0.5997704411836192,13478184.273047803,-2.4345930232558044,10.940107359423456
BABA,2026-05-13 05:40,premarket,XNAS.BASIC,True,2026-05-13,05:45,False,133.9,-0.07462686567163423,-2.334062727935804,6824615.0274,51151.0,120212.5889,56.77121747271512,0.5063452828024556,13478184.273047803,-2.4345930232558044,10.940107359423456
BABA,2026-05-13 05:40,premarket,XNAS.BASIC,True,2026-05-13,05:50,False,132.01,-1.4115011202390004,-3.7126185266229017,6372018.46,47992.0,139876.12,45.554726997002774,0.47276534664554665,13478184.273047803,-2.4345930232558044,10.940107359423456
BB,2026-05-28 20:20,overnight,OCEA.MEMOIR,False,,20:10,False,9.05,,0.0,80789.89,8843.0,0.0,,0.02832416926134545,2852330.433932816,3.5795009511021547,5.140691399328216
BB,2026-05-28 20:20,overnight,OCEA.MEMOIR,False,,20:15,False,8.95,-1.1049723756906271,-1.1049723756906271,20510.590000000004,2283.0,0.0,,0.007190818341379837,2852330.433932816,3.5795009511021547,5.140691399328216
BB,2026-05-28 20:20,overnight,OCEA.MEMOIR,False,,20:20,True,9.23,3.1284916201117507,1.9889502762430844,54568.850000000006,5922.0,0.0,,0.019131321305140666,2852330.433932816,3.5795009511021547,5.140691399328216
BB,2026-05-28 20:20,overnight,OCEA.MEMOIR,False,,20:25,False,9.16,-0.7583965330444253,1.2154696132596676,11250.8,1229.0,0.0,,0.003944423782796899,2852330.433932816,3.5795009511021547,5.140691399328216
BB,2026-05-28 20:20,overnight,OCEA.MEMOIR,False,,20:30,False,9.13,-0.3275109170305601,0.8839779005524795,22826.27,2481.0,0.0,,0.00800267378857889,2852330.433932816,3.5795009511021547,5.140691399328216
BB,2026-06-02 17:15,postmarket,XNAS.BASIC,False,,17:05,False,10.79,,0.0,104013.42540000001,9655.0,28033.3122,3.710350908873337,0.04253039195880888,2445625.8362428937,7.27986846912676,6.971936812703256
BB,2026-06-02 17:15,postmarket,XNAS.BASIC,False,,17:10,False,10.9316,1.3123262279888914,1.3123262279888914,1088253.1827999998,100593.0,22221.5638,48.972844242402054,0.44497942680873653,2445625.8362428937,7.27986846912676,6.971936812703256
